Z    N            M
45   120     281.55
46   119     250.43
47   118     221.72
48   117     193.45
49   116     167.67
50   115     142.53
51   114     120.71
52   113      99.30
53   112      79.88
54   111      60.78
55   110      43.75
56   109      27.34
57   108      12.96
58   107      -1.34
59   106     -13.89
60   105     -25.62
61   104     -35.34
62   103     -44.16
63   102     -51.00
64   101     -56.88
65   100     -60.84
66   99      -63.80
67   98      -64.89
68   97      -64.96
69   96      -63.24
70   95      -60.30
71   94      -56.04
72   93      -51.57
73   92      -45.57
74   91      -38.74
75   90      -30.67
76   89      -21.64
77   88      -11.24
78   87        0.05
79   86       12.51
80   85       25.88
81   84       40.46
82   83       55.94
44   122     322.75
45   121     291.59
46   120     259.27
47   119     231.04
48   118     201.60
49   117     176.36
50   116     149.83
51   115     128.71
52   114     106.04
53   113      87.37
54   112      67.06
55   111      50.71
56   110      32.78
57   109      19.10
58   108       3.60
59   107      -8.22
60   106     -21.67
61   105     -30.60
62   104     -41.22
63   103     -47.23
64   102     -54.99
65   101     -58.06
66   100     -62.97
67   99      -63.10
68   98      -65.19
69   97      -62.44
70   96      -61.75
71   95      -56.04
72   94      -53.50
73   93      -46.09
74   92      -41.49
75   91      -31.87
76   90      -25.11
77   89      -13.28
78   88       -4.24
79   87        9.74
80   86       20.81
81   85       36.98
82   84       50.10
44   123     333.61
45   122     301.42
46   121     269.53
47   120     240.04
48   119     211.09
49   118     184.63
50   117     158.65
51   116     136.19
52   115     114.21
53   114      94.24
54   113      74.69
55   112      57.06
56   111      39.82
57   110      24.58
58   109       9.97
59   108      -3.26
60   107     -15.97
61   106     -26.66
62   105     -36.49
63   104     -44.34
64   103     -51.26
65   102     -56.24
66   101     -60.25
67   100     -62.38
68   99      -63.49
69   98      -62.80
70   97      -61.05
71   96      -57.46
72   95      -53.21
73   94      -48.03
74   93      -42.03
75   92      -34.66
76   91      -26.55
77   90      -16.92
78   89       -6.43
79   88        5.27
80   87       17.87
81   86       31.72
82   85       46.45
44   124     343.23
45   123     311.46
46   122     278.52
47   121     249.49
48   120     219.27
49   119     193.33
50   118     166.11
51   117     144.32
52   116     121.02
53   115     101.77
54   114      80.91
55   113      64.06
56   112      45.51
57   111      30.99
58   110      14.82
59   109       2.77
60   108     -11.61
61   107     -21.54
62   106     -33.13
63   105     -40.17
64   104     -48.93
65   103     -53.04
66   102     -58.96
67   101     -60.16
68   100     -63.26
69   99      -61.57
70   98      -61.88
71   97      -57.20
72   96      -55.05
73   95      -48.26
74   94      -44.47
75   93      -35.67
76   92      -29.70
77   91      -18.68
78   90      -10.39
79   89        2.79
80   88       13.13
81   87       28.53
82   86       40.95
45   124     321.31
46   123     288.79
47   122     258.66
48   121     228.90
49   120     201.64
50   119     174.94
51   118     151.98
52   117     129.35
53   116     108.72
54   115      88.60
55   114      70.39
56   113      52.63
57   112      36.73
58   111      21.29
59   110       7.80
60   109      -5.54
61   108     -17.19
62   107     -28.01
63   106     -36.84
64   105     -44.78
65   104     -50.77
66   103     -55.81
67   102     -58.96
68   101     -61.11
69   100     -61.44
70   99      -60.74
71   98      -58.31
72   97      -54.75
73   96      -49.87
74   95      -44.70
75   94      -38.13
76   93      -30.73
77   92      -21.99
78   91      -12.29
79   90       -1.34
80   89       10.49
81   88       23.60
82   87       37.59
45   125     331.47
46   124     297.81
47   123     268.12
48   122     237.25
49   121     210.48
50   120     182.45
51   119     160.15
52   118     136.34
53   117     116.42
54   116      94.90
55   115      77.46
56   114      58.34
57   113      43.25
58   112      26.41
59   111      13.66
60   110      -0.80
61   109     -11.69
62   108     -24.23
63   107     -32.27
64   106     -42.01
65   105     -47.15
66   104     -54.07
67   103     -56.31
68   102     -60.41
69   101     -59.78
70   100     -61.08
71   99      -57.62
72   98      -56.29
73   97      -49.87
74   96      -46.83
75   95      -38.86
76   94      -33.67
77   93      -23.37
78   92      -15.93
79   91       -3.54
80   90        6.07
81   89       20.69
82   88       32.41
83   87       50.68
45   126     341.46
46   125     308.21
47   124     277.33
48   123     246.91
49   122     218.96
50   121     191.44
51   120     167.87
52   119     144.73
53   118     123.57
54   117     102.77
55   116      83.90
56   115      65.55
57   114      49.06
58   113      33.03
59   112      18.82
60   111       5.14
61   110      -6.94
62   109     -18.71
63   108     -28.51
64   107     -37.44
65   106     -44.42
66   105     -50.48
67   104     -54.64
68   103     -57.82
69   102     -59.17
70   101     -59.50
71   100     -58.08
72   99      -55.69
73   98      -51.38
74   97      -46.75
75   96      -40.99
76   95      -34.40
77   94      -26.35
78   93      -17.54
79   92       -7.35
80   91        3.72
81   90       16.09
82   89       29.35
83   88       45.19
46   126     317.37
47   125     286.93
48   124     255.30
49   123     227.82
50   122     199.12
51   121     176.20
52   120     151.78
53   119     131.32
54   118     109.28
55   117      91.15
56   116      71.36
57   115      55.67
58   114      38.23
59   113      24.86
60   112       9.68
61   111      -1.32
62   110     -14.54
63   109     -23.55
64   108     -34.24
65   107     -40.39
66   106     -48.29
67   105     -51.56
68   104     -56.66
69   103     -57.06
70   102     -59.37
71   101     -56.94
72   100     -56.60
73   99      -51.20
74   98      -48.57
75   97      -41.43
76   96      -37.03
77   95      -27.54
78   94      -20.86
79   93       -9.28
80   92       -0.39
81   91       13.46
82   90       24.48
83   89       41.77
46   127     330.23
47   126     296.29
48   125     265.10
49   124     236.37
50   123     208.14
51   122     184.11
52   121     160.35
53   120     138.57
54   119     117.23
55   118      97.81
56   117      78.77
57   116      61.60
58   115      44.96
59   114      30.15
60   113      15.81
61   112       3.24
62   111      -8.72
63   110     -19.37
64   109     -29.27
65   108     -37.22
66   107     -44.27
67   106     -49.42
68   105     -53.63
69   104     -55.98
70   103     -57.33
71   102     -56.92
72   101     -55.55
73   100     -52.38
74   99      -48.19
75   98      -43.23
76   97      -37.46
77   96      -30.19
78   95      -22.09
79   94      -12.76
80   93       -2.46
81   92        9.18
82   91       21.69
83   90       36.61
84   89       52.59
46   128     341.96
47   127     308.41
48   126     273.64
49   125     245.38
50   124     215.87
51   123     192.48
52   122     167.60
53   121     146.50
54   120     123.84
55   119     105.14
56   118      84.81
57   117      68.41
58   116      50.29
59   115      36.30
60   114      20.51
61   113       8.81
62   112      -4.75
63   111     -14.03
64   110     -25.65
65   109     -32.78
66   108     -41.64
67   107     -45.92
68   106     -52.00
69   105     -53.43
70   104     -56.73
71   103     -55.34
72   102     -55.98
73   101     -51.77
74   100     -49.71
75   99      -43.38
76   98      -39.77
77   97      -31.10
78   96      -25.19
79   95      -14.31
80   94       -6.25
81   93        6.83
82   92       17.14
83   91       33.47
84   90       47.08
85   89       65.73
47   128     320.41
48   127     286.06
49   126     254.08
50   125     225.05
51   124     200.47
52   123     176.22
53   122     153.96
54   121     131.98
55   120     111.92
56   119      92.32
57   118      74.58
58   117      57.24
59   116      41.72
60   115      26.77
61   114      13.58
62   113       0.90
63   112     -10.06
64   111     -20.32
65   110     -29.17
66   109     -37.21
67   108     -43.33
68   107     -48.53
69   106     -51.87
70   105     -54.24
71   104     -54.83
72   103     -54.48
73   102     -52.30
74   101     -49.18
75   100     -44.85
76   99      -39.90
77   98      -33.43
78   97      -26.12
79   96      -17.46
80   95       -8.03
81   94        2.87
82   93       14.63
83   92       28.64
84   91       43.68
85   90       59.92
48   128     297.31
49   127     265.80
50   126     232.95
51   125     209.00
52   124     183.56
53   123     161.96
54   122     138.81
55   121     119.45
56   120      98.48
57   119      81.49
58   118      62.82
59   117      48.10
60   116      31.61
61   115      19.27
62   114       5.10
63   113      -4.95
64   112     -16.91
65   111     -24.51
66   110     -34.14
67   109     -39.41
68   108     -46.45
69   107     -48.90
70   106     -53.17
71   105     -52.80
72   104     -54.43
73   103     -51.24
74   102     -50.19
75   101     -44.71
76   100     -41.90
77   99      -34.05
78   98      -28.92
79   97      -18.83
80   96      -11.52
81   95        0.78
82   94       10.38
83   93       25.78
84   92       38.49
85   91       56.18
49   128     277.32
50   127     244.95
51   126     216.11
52   125     192.38
53   124     169.53
54   123     147.04
55   122     126.47
56   121     106.21
57   120      87.81
58   119      69.89
59   118      53.78
60   117      38.11
61   116      24.20
62   115      10.89
63   114      -0.70
64   113     -11.75
65   112     -21.12
66   111     -29.70
67   110     -36.51
68   109     -42.56
69   108     -46.87
70   107     -50.31
71   106     -51.81
72   105     -52.47
73   104     -51.29
74   103     -49.34
75   102     -46.00
76   101     -41.71
77   100     -36.04
78   99      -29.53
79   98      -21.65
80   97      -12.92
81   96       -2.86
82   95        8.16
83   94       21.27
84   93       35.38
85   92       50.71
50   128     255.77
51   127     227.30
52   126     199.41
53   125     177.72
54   124     153.98
55   123     134.10
56   122     112.61
57   121      94.94
58   120      75.60
59   119      60.28
60   118      43.21
61   117      30.14
62   116      15.25
63   115       4.54
64   114      -8.04
65   113     -16.48
66   112     -26.86
67   111     -32.79
68   110     -40.60
69   109     -43.98
70   108     -49.27
71   107     -49.61
72   106     -52.08
73   105     -49.95
74   104     -50.04
75   103     -45.56
76   102     -43.40
77   101     -36.37
78   100     -32.02
79   99      -22.74
80   98      -16.19
81   97       -4.58
82   96        4.21
83   95       18.68
84   94       30.52
85   93       47.26
86   92       61.28
87   91       80.30
50   129     267.89
51   128     238.20
52   127     210.68
53   126     185.50
54   125     162.43
55   124     141.25
56   123     120.45
57   122     101.52
58   121      82.92
59   120      66.13
60   119      49.85
61   118      35.34
62   117      21.29
63   116       8.97
64   115      -2.73
65   114     -12.74
66   113     -22.18
67   112     -29.98
68   111     -36.89
69   110     -42.08
70   109     -46.45
71   108     -48.63
72   107     -50.09
73   106     -49.86
74   105     -48.88
75   104     -46.36
76   103     -43.05
77   102     -38.03
78   101     -32.34
79   100     -25.24
80   99      -17.29
81   98       -7.90
82   97        2.26
83   96       14.50
84   95       27.70
85   94       42.13
86   93       57.57
87   92       74.21
50   130     278.83
51   129     249.46
52   128     220.72
53   127     195.93
54   126     169.58
55   125     149.10
56   124     126.99
57   123     108.77
58   122      88.89
59   121      72.87
60   120      55.12
61   119      41.42
62   118      25.93
63   117      14.47
64   116       1.16
65   115      -7.95
66   114     -18.96
67   113     -25.80
68   112     -34.62
69   111     -38.89
70   110     -45.05
71   109     -46.28
72   108     -49.58
73   107     -48.32
74   106     -49.23
75   105     -45.62
76   104     -44.26
77   103     -38.07
78   102     -34.51
79   101     -26.04
80   100     -20.25
81   99       -9.44
82   98       -1.38
83   97       12.19
84   96       23.16
85   95       38.97
86   94       52.10
87   93       70.17
88   92       85.34
51   130     260.46
52   129     232.06
53   128     206.02
54   127     180.36
55   126     156.48
56   125     135.07
